ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,modelMemoryType,texMemoryType,cameraDitherFadeId,reportAnimMemSizeMb,unk,
3630,Oracle Envoy (Giant),0,0,[0|0|0],3,3,120,12,0
3640,,0,0,[0|0|0],2,2,110,12,0
3650,Guardian,0,0,[0|0|0],3,3,101,12,0
3660,Commoner,0,0,[0|0|0],3,3,101,15,0
3661,Putrid Corpse,0,0,[0|0|0],3,3,101,12,0
3662,Putrid Corpse (Large),0,0,[0|0|0],3,3,101,12,0
3664,Cemetery Shade,0,0,[0|0|0],3,3,101,12,0
3665,Gostoc,0,0,[0|0|0],3,3,101,12,0
3666,The Noble Goldmask,0,0,[0|0|0],3,3,101,12,0
3670,Elder Albinauric,0,0,[0|0|0],3,3,101,12,0
3700,Depraved Perfumer,0,0,[0|0|0],3,3,101,12,0
3701,Perfumer,0,0,[0|0|0],3,3,101,12,768
3702,Glintstone Sorcerer,0,0,[0|0|0],3,3,101,12,768
3703,Page,0,0,[0|0|0],3,3,101,12,0
3704,Battlemage,0,0,[0|0|0],3,3,101,12,768
3710,Azur,0,0,[0|0|0],3,3,101,12,768
3720,Lusat,0,0,[0|0|0],3,3,101,12,768
3730,Graven School,0,0,[0|0|0],3,3,110,12,0
3750,Clayman,0,0,[0|0|0],3,3,101,12,0
3800,Cleanrot Knight,0,0,[0|0|0],3,3,101,12,0
3810,Kindred of Rot,0,0,[0|0|0],3,3,101,12,0
3850,Marionette Soldier,0,0,[0|0|0],3,3,101,12,0
3860,Avionette Soldier,0,0,[0|0|0],3,3,101,12,768
3900,Fire Monk,0,0,[0|0|0],3,3,101,12,768
3901,Blackflame Monk,0,0,[0|0|0],3,3,101,12,768
3910,Fire Prelate,0,0,[0|0|0],3,3,110,12,0
3950,Man-Serpent,0,0,[0|0|0],3,3,101,15,0
3970,Azula Beastman,0,0,[0|0|0],3,3,101,12,0
4000,Revenant Follower,0,0,[0|0|0],3,3,101,12,0
4020,Royal Revenant,0,0,[0|0|0],3,3,101,12,0
4040,Slug,0,0,[0|0|0],2,2,101,12,0
4050,Kaiden Sellsword,0,0,[0|0|0],3,3,101,12,768
4060,Kaiden Sellsword's Horse,0,0,[0|0|0],2,2,101,12,0
4070,Wolf,0,0,[0|0|0],2,2,101,12,0
4071,White Wolf,0,0,[0|0|0],1,1,101,12,0
4080,Rat,0,0,[0|0|0],2,2,101,12,0
4090,Giant Rat,0,0,[0|0|0],3,3,101,12,0
4100,Demi-Human,0,0,[0|0|0],2,2,101,12,0
4101,Demi-Human (Large),0,0,[0|0|0],2,2,101,12,0
4110,Demi-Human Shaman,0,0,[0|0|0],2,2,101,12,0
4120,Demi-Human Chief,0,0,[0|0|0],2,2,101,12,0
4130,Demi-Human Queen,0,0,[0|0|0],4,4,110,12,768
4140,Snail,0,0,[0|0|0],3,3,101,12,0
4150,Basilisk,0,0,[0|0|0],3,3,101,12,0
4160,Stray (Large),0,0,[0|0|0],2,2,101,12,0
4161,Stray,0,0,[0|0|0],2,2,101,12,0
4162,Farum Azula Stray (Large),0,0,[0|0|0],2,2,101,12,0
4163,Farum Azula Stray,0,0,[0|0|0],2,2,101,12,0
4164,Bloodbane Stray (Large),0,0,[0|0|0],2,2,101,12,0
4165,Bloodbane Stray,0,0,[0|0|0],2,2,101,12,0
4166,Rotten Stray (Large),0,0,[0|0|0],2,2,101,12,0
4167,Rotten Stray,0,0,[0|0|0],2,2,101,12,0
4170,Putrid Flesh,0,0,[0|0|0],2,2,101,12,0
4171,Putrid Flesh (Large),0,0,[0|0|0],3,3,101,12,0
4180,Spirit Jellyfish,0,0,[0|0|0],2,2,101,12,0
4190,Large Scarab,0,0,[0|0|0],2,2,101,12,0
4191,Scarab,0,0,[0|0|0],1,1,101,12,0
4192,Giant Scarab,0,0,[0|0|0],1,1,101,12,0
4200,Man-Bat,0,0,[0|0|0],2,2,101,12,512
4201,Operatic Bat,0,0,[0|0|0],3,3,101,12,0
4210,Warhawk,0,0,[0|0|0],3,3,101,12,768
4220,Land Octopus (Large),0,0,[0|0|0],3,3,120,12,0
4230,Land Octopus (Small),0,0,[0|0|0],3,3,101,12,0
4240,Fingercreeper,0,0,[0|0|0],3,3,110,12,0
4241,Fingercreeper (Large),0,0,[0|0|0],3,3,120,12,0
4250,Fingercreeper (Small),0,0,[0|0|0],3,3,101,12,0
4260,Erdtree Burial Watchdog,0,0,[0|0|0],3,3,101,12,0
4270,Elder Lion,0,0,[0|0|0],4,4,110,12,0
4280,Giant Ant,0,0,[0|0|0],3,3,110,12,0
4281,Giant Ant (Skull Plate),0,0,[0|0|0],3,3,120,12,0
4290,Bloodhound Knight,0,0,[0|0|0],3,3,101,12,0
4300,Wandering Noble,0,0,[0|0|0],3,3,101,15,768
4310,Lordsworn Soldier,0,0,[0|0|0],3,3,101,15,0
4311,Godrick Soldier,0,0,[0|0|0],3,3,101,12,768
4312,Raya Lucaria Soldier,0,0,[0|0|0],3,3,101,12,768
4313,Leyndell Soldier,0,0,[0|0|0],3,3,101,12,768
4314,Radahn Soldier,0,0,[0|0|0],3,3,101,12,768
4315,Mausoleum Soldier,0,0,[0|0|0],3,3,101,12,768
4316,Haligtree Soldier,0,0,[0|0|0],3,3,101,12,768
4321,Vulgar Militia,0,0,[0|0|0],2,2,101,12,0
4340,Mad Pumpkin Head,0,0,[0|0|0],4,4,110,12,0
4341,Mad Pumpkin Head (Thin),0,0,[0|0|0],4,4,110,12,0
4350,Lordsworn Knight,0,0,[0|0|0],3,3,101,12,0
4351,Godrick Knight,0,0,[0|0|0],3,3,101,12,768
4352,Cuckoo Knight,0,0,[0|0|0],3,3,101,12,768
4353,Leyndell Knight,0,0,[0|0|0],3,3,101,12,768
4354,Redmane Kngiht,0,0,[0|0|0],3,3,101,12,768
4355,Mausoleum Knight,0,0,[0|0|0],3,3,101,12,768
4356,Haligtree Knight,0,0,[0|0|0],3,3,101,12,768
4358,,0,0,[0|0|0],3,3,101,12,768
4360,Lordsworn Knight's Horse,0,0,[0|0|0],3,3,101,12,0
4361,Godrick Knight's Horse,0,0,[0|0|0],3,3,101,12,0
4362,Cuckoo Knight's Horse,0,0,[0|0|0],3,3,101,12,0
4363,Leyndell Knight's Horse,0,0,[0|0|0],3,3,101,12,0
4364,Redmane Knight's Horse,0,0,[0|0|0],3,3,101,12,0
4365,Mausoleum Knight's Horse,0,0,[0|0|0],3,3,101,12,0
4368,,0,0,[0|0|0],3,3,101,12,0
4370,Foot Soldier,0,0,[0|0|0],3,3,101,12,0
4371,Godrick Foot Soldier,0,0,[0|0|0],3,3,101,12,0
4372,Raya Lucaria Foot Soldier,0,0,[0|0|0],3,3,101,12,0
4373,Leyndell Foot Soldier,0,0,[0|0|0],3,3,101,12,0
4374,Radahn Foot Soldier,0,0,[0|0|0],3,3,101,12,0
4375,Mausoleum Foot Soldier,0,0,[0|0|0],3,3,101,12,0
4376,Haligtree Foot Soldier,0,0,[0|0|0],3,3,101,12,0
4377,Highwayman,0,0,[0|0|0],3,3,101,12,0
4380,Starcaller,0,0,[0|0|0],3,3,101,15,768
4381,Guilty,0,0,[0|0|0],3,3,101,12,768
4382,Stonedigger,0,0,[0|0|0],3,3,101,12,0
4383,Glintstone Digger,0,0,[0|0|0],3,3,101,12,0
4384,Glintstone Digger - Small Sack,0,0,[0|0|0],3,3,101,12,0
4385,Disciple of Rot,0,0,[0|0|0],3,3,101,12,0
4420,Giant Crayfish,0,0,[0|0|0],4,4,110,12,0
4421,Giant Crayfish,0,0,[0|0|0],4,4,110,12,0
4430,Watcher Stones,0,0,[0|0|0],2,2,101,12,0
4440,Land Squirt,0,0,[0|0|0],3,3,101,12,0
4441,Giant Land Squirt,0,0,[0|0|0],3,3,120,12,0
4442,Giant Rotten Land Squirt,0,0,[0|0|0],3,3,120,12,0
4450,Walking Mausoleum,0,0,[0|0|0],5,5,-1,12,0
4460,Flame Chariot,0,0,[0|0|0],4,4,120,12,0
4470,Abductor Virgin,0,0,[0|0|0],3,3,110,12,262144
4480,Miranda Blossom,0,0,[0|0|0],3,3,110,12,768
4481,Miranda Sprout,0,0,[0|0|0],2,2,101,12,0
4482,Rotten Miranda Blossom,0,0,[0|0|0],3,3,110,12,0
4483,Rotten Miranda Sprout,0,0,[0|0|0],2,2,101,12,768
4490,Living Jar Warrior,0,0,[0|0|0],3,3,110,12,0
4491,Living Jar,0,0,[0|0|0],3,3,101,12,0
4492,Greatjar,0,0,[0|0|0],7,7,120,12,0
4500,Flying Dragon,0,0,[0|0|0],5,5,120,12,0
4501,Decaying Ekzykes,0,0,[0|0|0],5,5,120,12,0
4502,Glintstone Dragon,0,0,[0|0|0],5,5,120,12,0
4503,Borealis the Freezing Fog,0,0,[0|0|0],5,5,120,12,0
4504,Elder Dragon Greyoll,0,0,[0|0|0],5,5,120,12,0
4505,Flying Dragon (Small),0,0,[0|0|0],5,5,120,12,0
4510,Ancient Dragon,0,0,[0|0|0],5,5,120,12,262144
4511,Lichdragon Fortissax,0,0,[0|0|0],5,5,120,12,262144
4520,Dragonlord Placidusax,0,0,[0|0|0],5,5,120,12,262144
4550,Giant Dog,0,0,[0|0|0],3,3,110,12,0
4560,Giant Crow,0,0,[0|0|0],3,3,110,12,0
4561,Giant Crow,0,0,[0|0|0],3,3,110,12,0
4570,Wormface,0,0,[0|0|0],4,4,110,12,0
4580,Large Wormface,0,0,[0|0|0],4,4,120,12,0
4600,Troll,0,0,[0|0|0],4,4,120,12,0
4601,Troll Knight,0,0,[0|0|0],4,4,120,12,0
4602,Snowfield Troll,0,0,[0|0|0],4,4,120,12,0
4603,Stonedigger Troll,0,0,[0|0|0],4,4,120,12,0
4604,War Counselor Iji,0,0,[0|0|0],4,4,120,12,768
4620,Astel- Naturalborn of the Void,0,0,[0|0|0],6,6,120,12,262144
4630,Runebear,0,0,[0|0|0],4,3,120,12,0
4640,Ulcerated Tree Spirit,0,0,[0|0|0],4,4,120,12,262144
4650,Dragonkin Soldier,0,0,[0|0|0],4,4,120,12,0
4660,Guardian Golem,0,0,[0|0|0],5,5,120,12,0
4670,Ancestor Spirit,0,0,[0|0|0],4,4,120,12,262144
4680,Falling-star Beast,0,0,[0|0|0],4,4,120,12,0
4690,Grafted Scion,0,0,[0|0|0],4,4,110,12,0
4710,God-Devouring Serpent / Rykard- Lord of Blasphemy,0,0,[0|0|0],6,6,120,12,262144
4711,Rykard's Corpse,0,0,[0|0|0],4,6,110,12,0
4720,Godfrey- First Elden Lord,0,0,[0|0|0],5,5,110,12,768
4721,Hoarah Loux- Warrior,0,0,[0|0|0],1,1,110,12,768
4730,Starscourge Radahn,0,0,[0|0|0],5,5,120,12,327680
4750,Godrick the Grafted,0,0,[0|0|0],5,5,110,12,262912
4751,Godrick's Corpse,0,0,[0|0|0],3,5,101,12,0
4760,Fire Giant,0,0,[0|0|0],7,7,120,12,327680
4770,Valiant Gargoyle,0,0,[0|0|0],5,5,110,12,0
4800,Mohg- Lord of Blood,0,0,[0|0|0],4,4,110,12,768
4801,Mohg- Lord of Blood (Unknown),0,0,[0|0|0],3,3,101,12,0
4810,Erdtree Avatar,0,0,[0|0|0],4,4,110,12,0
4811,Putrid Avatar,0,0,[0|0|0],4,4,110,12,0
4820,Omenkiller,0,0,[0|0|0],3,3,101,12,768
4910,Magma Wyrm,0,0,[0|0|0],4,4,120,12,0
4911,Great Wyrm Theodorix,0,0,[0|0|0],5,5,120,12,0
4950,Tibia Mariner,0,0,[0|0|0],3,3,101,12,0
4960,Giant Skeleton Torso,0,0,[0|0|0],4,4,120,12,0
4980,Death Rite Bird,0,0,[0|0|0],5,5,110,12,262912
5000,,0,0,[0|0|0],0,0,120,0,262144
5010,,0,0,[0|0|0],0,0,120,0,262144
5011,,0,0,[0|0|0],0,0,120,0,262144
5020,,0,0,[0|0|0],0,0,110,0,0
5030,,0,0,[0|0|0],0,0,110,0,0
5040,,0,0,[0|0|0],0,0,101,0,0
5050,,0,0,[0|0|0],0,0,101,0,0
5051,,0,0,[0|0|0],0,0,101,0,0
5060,,0,0,[0|0|0],0,0,101,0,262144
5061,,0,0,[0|0|0],0,0,101,0,262144
5070,,0,0,[0|0|0],0,0,101,0,262144
5080,,0,0,[0|0|0],0,0,110,0,0
5081,,0,0,[0|0|0],0,0,120,0,0
5090,,0,0,[0|0|0],0,0,101,0,0
5110,,0,0,[0|0|0],0,0,101,0,262144
5120,,0,0,[0|0|0],0,0,120,0,262144
5130,,0,0,[0|0|0],0,0,101,0,0
5140,,0,0,[0|0|0],0,0,110,0,262144
5141,,0,0,[0|0|0],0,0,110,0,262144
5160,,0,0,[0|0|0],0,0,101,0,0
5170,,0,0,[0|0|0],0,0,120,0,262144
5190,,0,0,[0|0|0],0,0,101,0,0
5192,,0,0,[0|0|0],0,0,110,0,0
5193,,0,0,[0|0|0],0,0,101,0,0
5194,,0,0,[0|0|0],0,0,101,0,0
5200,,0,0,[0|0|0],0,0,120,0,0
5210,,0,0,[0|0|0],0,0,120,0,262144
5220,,0,0,[0|0|0],0,0,110,0,262144
5230,,0,0,[0|0|0],0,0,120,0,262144
5240,,0,0,[0|0|0],0,0,101,0,0
5241,,0,0,[0|0|0],0,0,101,0,0
5250,,0,0,[0|0|0],0,0,101,0,0
5251,,0,0,[0|0|0],0,0,101,0,0
5260,,0,0,[0|0|0],0,0,120,0,0
5261,,0,0,[0|0|0],0,0,120,0,0
5270,,0,0,[0|0|0],0,0,101,0,0
5271,,0,0,[0|0|0],0,0,101,0,0
5280,,0,0,[0|0|0],0,0,101,0,0
5300,,0,0,[0|0|0],0,0,101,0,0
5310,,0,0,[0|0|0],0,0,101,0,0
5311,,0,0,[0|0|0],0,0,101,0,0
5312,,0,0,[0|0|0],0,0,101,0,0
5320,,0,0,[0|0|0],0,0,120,0,262144
5330,,0,0,[0|0|0],0,0,101,0,0
5350,,0,0,[0|0|0],0,0,101,0,0
5360,,0,0,[0|0|0],0,0,101,0,0
5370,,0,0,[0|0|0],0,0,120,0,262144
5380,,0,0,[0|0|0],0,0,110,0,0
5381,,0,0,[0|0|0],0,0,101,0,0
5390,,0,0,[0|0|0],0,0,120,0,0
5391,,0,0,[0|0|0],0,0,120,0,0
5392,,0,0,[0|0|0],0,0,120,0,0
5401,,0,0,[0|0|0],0,0,101,0,0
5410,,0,0,[0|0|0],0,0,101,0,0
5421,,0,0,[0|0|0],0,0,101,0,0
5430,,0,0,[0|0|0],0,0,101,0,0
5440,,0,0,[0|0|0],0,0,101,0,0
5450,,0,0,[0|0|0],0,0,101,0,0
5460,,0,0,[0|0|0],0,0,101,0,0
5470,,0,0,[0|0|0],0,0,101,0,0
5471,,0,0,[0|0|0],0,0,101,0,0
5472,,0,0,[0|0|0],0,0,101,0,0
5480,,0,0,[0|0|0],0,0,101,0,0
5490,,0,0,[0|0|0],0,0,101,0,0
5500,,0,0,[0|0|0],0,0,101,0,0
5501,,0,0,[0|0|0],0,0,101,0,0
5510,,0,0,[0|0|0],0,0,101,0,0
5511,,0,0,[0|0|0],0,0,101,0,0
5512,,0,0,[0|0|0],0,0,101,0,0
5513,,0,0,[0|0|0],0,0,101,0,0
5520,,0,0,[0|0|0],0,0,101,0,0
5521,,0,0,[0|0|0],0,0,101,0,0
5522,,0,0,[0|0|0],0,0,101,0,0
5523,,0,0,[0|0|0],0,0,101,0,0
5524,,0,0,[0|0|0],0,0,101,0,0
5525,,0,0,[0|0|0],0,0,101,0,0
5526,,0,0,[0|0|0],0,0,101,0,0
5527,,0,0,[0|0|0],0,0,101,0,0
5530,,0,0,[0|0|0],0,0,101,0,0
5540,,0,0,[0|0|0],0,0,101,0,0
5541,,0,0,[0|0|0],0,0,101,0,0
5550,,0,0,[0|0|0],0,0,110,0,0
5551,,0,0,[0|0|0],0,0,120,0,0
5560,,0,0,[0|0|0],0,0,101,0,0
5570,,0,0,[0|0|0],0,0,101,0,0
5580,,0,0,[0|0|0],0,0,120,0,0
5581,,0,0,[0|0|0],0,0,120,0,0
5590,,0,0,[0|0|0],0,0,101,0,0
5591,,0,0,[0|0|0],0,0,101,0,0
5600,,0,0,[0|0|0],0,0,101,0,0
5620,,0,0,[0|0|0],0,0,101,0,0
5630,,0,0,[0|0|0],0,0,110,0,0
5640,,0,0,[0|0|0],0,0,110,0,0
5641,,0,0,[0|0|0],0,0,101,0,0
5651,,0,0,[0|0|0],0,0,101,0,0
5661,,0,0,[0|0|0],0,0,101,0,0
5670,,0,0,[0|0|0],0,0,2,0,0
5680,,0,0,[0|0|0],0,0,2,0,0
5690,,0,0,[0|0|0],0,0,2,0,0
5700,,0,0,[0|0|0],0,0,101,0,0
5701,,0,0,[0|0|0],0,0,101,0,0
5710,,0,0,[0|0|0],0,0,101,0,0
5720,,0,0,[0|0|0],0,0,101,0,0
5730,,0,0,[0|0|0],0,0,110,0,0
5740,,0,0,[0|0|0],0,0,101,0,0
5750,,0,0,[0|0|0],0,0,110,0,0
5751,,0,0,[0|0|0],0,0,101,0,0
5760,,0,0,[0|0|0],0,0,101,0,0
5761,,0,0,[0|0|0],0,0,101,0,0
5770,,0,0,[0|0|0],0,0,120,0,0
5780,,0,0,[0|0|0],0,0,120,0,0
5790,,0,0,[0|0|0],0,0,120,0,0
5800,,0,0,[0|0|0],0,0,101,0,0
5810,,0,0,[0|0|0],0,0,101,0,0
5820,,0,0,[0|0|0],0,0,120,0,0
5830,,0,0,[0|0|0],0,0,101,0,0
5840,,0,0,[0|0|0],0,0,101,0,0
5850,,0,0,[0|0|0],0,0,110,0,0
5860,,0,0,[0|0|0],0,0,120,0,0
5870,,0,0,[0|0|0],0,0,101,0,0
5871,,0,0,[0|0|0],0,0,110,0,0
5872,,0,0,[0|0|0],0,0,120,0,0
5880,,0,0,[0|0|0],0,0,101,0,0
5890,,0,0,[0|0|0],0,0,101,0,0
5900,,0,0,[0|0|0],0,0,101,0,0
5910,,0,0,[0|0|0],0,0,101,0,0
5920,,0,0,[0|0|0],0,0,120,0,0
5930,,0,0,[0|0|0],0,0,101,0,0
5931,,0,0,[0|0|0],0,0,101,0,0
5940,,0,0,[0|0|0],0,0,101,0,0
5950,,0,0,[0|0|0],0,0,101,0,0
5960,,0,0,[0|0|0],0,0,120,0,262144
5970,,0,0,[0|0|0],0,0,110,0,262144
5980,,0,0,[0|0|0],0,0,101,0,0
5990,,0,0,[0|0|0],0,0,101,0,0
6001,Eagle,0,0,[0|0|0],2,2,101,1.5,768
6010,Deer,0,0,[0|0|0],2,2,101,1.5,0
6031,Bear,0,0,[0|0|0],2,2,101,1.5,0
6040,Owl,0,0,[0|0|0],2,2,101,1.5,0
6050,Boar,0,0,[0|0|0],2,2,101,1.5,0
6060,Goat,0,0,[0|0|0],2,2,101,1.5,0
6070,Murre,0,0,[0|0|0],2,2,101,1.5,0
6072,Carrier Pigeon,0,0,[0|0|0],2,2,101,1.5,0
6080,Dragonfly,0,0,[0|0|0],2,2,101,1.5,768
6081,Yellow Dragonfly,0,0,[0|0|0],2,2,101,1.5,768
6082,Great Dragonfly,0,0,[0|0|0],2,2,101,1.5,768
6090,Turtle,0,0,[0|0|0],2,2,101,1.5,0
6091,Miriel- Pastor of Vows,0,0,[0|0|0],4,4,110,1.5,0
6100,Springhare,0,0,[0|0|0],2,2,101,1.5,0
6200,,0,0,[0|0|0],0,0,101,0,0
6201,,0,0,[0|0|0],0,0,101,0,0
6202,,0,0,[0|0|0],0,0,101,0,0
6210,,0,0,[0|0|0],0,0,101,0,0
6220,,0,0,[0|0|0],0,0,101,0,0
6221,,0,0,[0|0|0],0,0,110,0,262144
6230,,0,0,[0|0|0],0,0,101,0,0
6231,,0,0,[0|0|0],0,0,101,0,0
6232,,0,0,[0|0|0],0,0,101,0,0
6233,,0,0,[0|0|0],0,0,101,0,0
6240,,0,0,[0|0|0],0,0,101,0,0
6251,,0,0,[0|0|0],0,0,120,0,0
6260,,0,0,[0|0|0],0,0,110,0,262144
6270,,0,0,[0|0|0],0,0,101,0,0
6290,,0,0,[0|0|0],0,0,101,0,0
6291,,0,0,[0|0|0],0,0,101,0,0
6300,,0,0,[0|0|0],0,0,101,0,0
6310,,0,0,[0|0|0],0,0,120,0,0
6320,,0,0,[0|0|0],0,0,101,0,0
7000,Fallen Hawks Soldier,0,0,[0|0|0],2,2,101,12,0
7100,Ancient Hero,0,0,[0|0|0],2,2,101,12,0
8000,Torrent,0,0,[0|0|0],3,3,101,12,0
8100,Ballista,0,0,[0|0|0],3,7,2,12,0
8101,Trebuchet,0,0,[0|0|0],3,7,2,12,0
8110,Dragon-faced Flamethrower,0,0,[0|0|0],3,7,2,12,0
8120,Merciless Chariot,0,0,[0|0|0],5,7,1,12,0
9992,,0,0,[0|0|0],0,0,0,0,0
